recordId,stoylProductId,productId,productVersion,updateType,feature,featureDescription,functionalArea,setupEffort,newFunctionalityTitle,newFunctionality,trainingAndTestingImpact,publishDate,tentativeProductionDate,documentationCorrected,documentationCorrectedDate,businessProcesses,processTasks,webServicesName,securityDomains,currentName,formerName,retired,featureJira,Feature Opt-In,Adoption Item(s)
45,PR29,WDAY,29,feature release,Workday 29 - Job Requisitions,"Workday 29 continues to enhance support for job requisitions, enabling you to better manage and collaborate on your recruiting efforts.",Pre-Hire Process,Automatically Available,Custom Labels for Job Requisitions,"You can now use the Maintain Custom Labels task to configure custom labels for these fields on job requisitions, job profiles, and positions:
- Job Description
- Job Description Summary",This feature may impact your training materials.,9/22/2017,9/22/2017,,,,,,,,,,HRPRE-1387,,
46,PR29,WDAY,29,feature release,Workday 29 - Transaction and Withholding Taxes Reporting,"Workday 29 improves report performance for transaction and withholding taxes by streamlining filtering, security, and search results.",Common Financial Management,Automatically Available,Tax Rate Applications Report Data Source,"We deliver a new indexed Tax Rate Applications report data source (RDS) (secured to the Reports: Transaction Tax domain) that you can use to create custom reports for transaction and withholding taxes for a company. You can filter the RDS for these values:
- Transaction Tax for Company
- Transaction Tax for Company, Currency, and Date
- Withholding Tax for Company

The new RDS replaces the Transaction Tax RDS, which we plan to retire in a future update.",This feature may require additional testing.,9/15/2017,9/22/2017,Yes,9/15/2017,,,,Reports: Transaction Tax (existing),,,,FINTAX-4467,,
47,PR29,WDAY,29,feature release,Workday 29 - Learning Campaigns,We continue to enable you to more easily manage campaigns in Workday Learning.,"Learning Core

System",Setup Required,Learning Campaigns Report,"Workday delivers a new Learning Campaigns report (secured to the Administer Campaigns domain) that displays learning campaigns for the previous 12 months.

You can configure the new report as a worklet on the Learning Admin dashboard, using the Maintain Dashboards task.",,9/15/2017,10/13/2017,,,,,,Administer Campaigns (existing),,,,LRN-810,,
48,PR29,WDAY,29,feature release,Workday 29 - Integrations - Miscellaneous Enhancements,,"Core Payroll

Integration",Automatically Available,Worker Payroll Input Integrations,"With Workday 29, we migrate all integrations based on these templates to the Worker Payroll Input Async integration template:
- Kronos Worker Data Import - Payroll
- Worker Payroll Input
- Worker Payroll Input V1 DEPRECATED - DO NOT USE

We plan to retire these templates in a future update.",This feature may impact your training materials.,9/1/2017,9/15/2017,,,,,,,,,,PAYWDINT-1279,,
49,PR29,WDAY,29,feature release,Workday 29 - Talent Reviews in Onboarding,"Workday 29 enables you to automatically launch talent reviews for workers during onboarding for a more streamlined, time-saving process.

For details, see: Talent Reviews in Onboarding What's New Video (https://community.workday.com/articles/315852).",Talent Core,Setup Required,Talent Review Onboarding Setup,"We deliver the new Maintain Talent Review Onboarding Setup task (secured to the Set Up: Talent Review domain). You can use this task to specify a default talent review template and which templates Workday uses for new hires during onboarding. 

We also deliver the new View Talent Review Onboarding Setup report (secured to the Set Up: Talent Review domain) that you can use to view setups for talent reviews in onboarding.",,9/1/2017,9/9/2017,,,,Maintain Talent Review Onboarding Setup,,Set Up: Talent Review (existing),,,,HRTAL-16375,,
50,PR29,WDAY,29,feature release,Workday 29 - Reporting and Analytics - Miscellaneous Enhancements,,System,Automatically Available,Freeze the First Column of Advanced Reports,"Workday simplifies report display configuration, enabling you to freeze the first column on advanced reports without outlining. We add a new Freeze First Column check box on the View Options section on the Advanced tab on these tasks:
- Create Custom Report
- Edit Custom Report

Note: When users view advanced reports, they can override your settings with the Grid Preferences menu.

For details, see: Reporting and Analytics - Miscellaneous Enhancements What's New Video (https://community.workday.com/articles/314013).",This feature may impact your training materials.,8/25/2017,9/9/2017,,,,,,,,,,OMSBI-27201,,
51,PR29,WDAY,29,feature release,Workday 29 - Company Relationships,Workday 29 enhances your ability to manage tax reporting for company relationships.,"Integration

USA Payroll",Automatically Available,Single Legal Entity Tax Filing,"We enhance tax filing integrations for single legal entity (SLE) relationships. When you create or edit an SLE relationship, you can now choose between combined or separate tax filing in the Payroll Tax Reporting section on these tasks:
- Create Company Relationship
- Edit Company Relationship

When you elect separate tax filing for companies, Workday now sends individual quarterly files to each of the companies involved in the relationship.",This feature may impact your training materials.,8/25/2017,9/9/2017,,,,,,,,,,PAYWDUSA-10417,,
52,PR29,WDAY,29,feature release,Workday 29 - User Experience - Miscellaneous Enhancements,,System,Setup Required,Custom Sign In Image,We add a new Signon Tenant Image field on the Edit Tenant Setup - System task that you can use to upload a custom image that Workday displays when users sign in.,,8/25/2017,9/9/2017,Yes,9/1/2017,,,,,,,,UIPLAT-7267,,
53,PR29,WDAY,29,feature release,Workday 29 - Multiple NSF Codes on an Award,"With Workday 29, you can enter multiple National Science Foundation (NSF) codes on a single award, enabling you to more accurately report on an award that funds research for multiple disciplines.

For details, see: Multiple NSF Codes on an Award What's New Video (https://community.workday.com/articles/313553).",Grants Management,Automatically Available,Awards Codes,"With this update, we remove these fields on the award header:
- NSF Code
- NSF Code Description

We also add a new NSF Code Allocations tab at the line level of the award that includes these fields:
- NSF Code
- Percent

You can now add multiple NSF codes to the award, along with the percentage of the award that you want to apply to each NSF code. The description for the NSF code now displays as part of the code.",This feature may impact your training materials.,8/18/2017,9/9/2017,,,,,,,,,,FINGRT-13938,,
54,PR29,WDAY,29,feature release,Workday 29 - Composite Reports,"Workday 29 delivers more design options for composite reports, giving you more control and flexibility.

For details, see: Composite Reports What's New Video (https://community.workday.com/articles/314407).",System,Automatically Available,Rows as Charts on Custom Reports,"Workday enables you to select rows to display as charts, providing more control over how you interact with data. You can use the new Rows for Charting prompt on these tasks, enabling you to specify which rows you want to display for all chart types:
- Create Custom Report
- Edit Custom Report

Note: To use this functionality, you must configure 1 of these output types on the Output tab on the tasks:
- Chart
- Chart and Table",This feature may impact your training materials.,8/18/2017,9/9/2017,,,,,,,,,,OMSBI-33519,,
55,PR29,WDAY,29,feature release,Workday 29 - Application Entry State,"With Workday 29, we enable you to capture the original content of an application as submitted by the student, prior to any modifications by staff.

For details, see: Application Entry State What's New Video (https://community.workday.com/articles/313544).",Admissions,Automatically Available,Student Application Business Object Report Fields,"We deliver these new report fields on the Student Application business object (secured to the Public Reporting Items domain) that you can use in custom reports:
- Original Student Application Data 
- Student Application Original",,8/11/2017,9/9/2017,Yes,9/15/2017,,,,Public Reporting Items (existing),,,,STU-17893,,
